gene,CK_mean,HS_mean,loop_ckmean,loop_hsmean,K4_ckmean,K4_hsmean,K27_ckmean,K27_hsmean,atac_ckmean,atac_hsmean,com_ckmean,com_hsmean
Zm00001d028074,1.753388601,1.93338291,1.598607423,1.960471577,0.705462354,1.776857035,-0.143086131,-0.243688183,0.316047211,0.152046116,-0.088431,-0.101376513
Zm00001d028075,2.842874807,3.412089317,1.901202489,2.627077141,-0.517189347,-0.661948472,-0.212288433,-0.224959318,-0.05030181,-0.073980571,-0.088431,-0.101376513
Zm00001d020272,4.637962087,3.513705534,-0.849661749,-0.817051609,0.742744314,1.433259253,0.082375083,0.701614606,0.496378506,0.201319219,0.214441203,-0.108885076
Zm00001d043198,0.907342954,1.134007532,-0.643346931,-0.803163993,-0.750977631,-0.802396412,-0.201692722,0.00252559,-0.004103209,0.028332264,-0.185809834,-0.001930729
Zm00001d002254,0.03778516,0,2.547655586,2.668739989,-0.284059627,-0.350694542,-0.258778181,-0.349739429,0.027683998,0.076835804,0.826885001,0.922928487
Zm00001d043199,2.113464364,1.316655906,-0.368260507,-0.516153264,2.885113358,2.93125054,-0.230231035,-0.080057376,0.073400793,0.036140055,0.836057591,1.09123972
Zm00001d049442,2.548057364,3.489223843,-0.368260507,0.261553228,-0.88397672,-0.916670143,-0.166191191,-0.280363546,-0.133324485,-0.087041508,-0.205280324,0.07314334
Zm00001d029428,0.29466564,0.83695878,1.268503715,0.543934752,0.40608906,0.099092954,-0.125721055,-0.102092301,-0.043045225,-0.002089857,-1.105150486,-1.681697089
Zm00001d029422,3.55444654,4.967752148,-0.602083968,-0.560130714,-0.342862038,-0.338311862,-0.114107032,-0.132007092,-0.009381924,0.032395442,-0.617388022,-1.426406148
Zm00001d010079,4.686081067,4.778462428,0.90630659,0.280070049,1.698187675,2.293386305,-0.149274473,-0.08359918,0.401556407,0.097147361,0.384767797,1.0437688
Zm00001d010078,2.253318676,2.357809837,-0.588329646,-0.793905583,1.021252264,1.024071327,0.590115802,0.536425731,-0.063795821,-0.049320996,0.509799336,0.320079392
Zm00001d010075,5.3282892,4.804381746,-0.615838289,-0.942040153,2.276882646,2.224387003,-0.169795336,-0.109317779,0.203706428,0.082640222,0.509799336,0.320079392
Zm00001d004099,1.787974836,3.289128926,-1.276045706,-1.608645717,-0.217109334,-0.241772812,-0.243787361,-0.308027551,-0.18203427,-0.153898842,-1.474040728,-1.647334581
Zm00001d020243,0,0,0.319455552,0.266182433,-0.421978927,-0.684598601,-0.179225568,-0.181170328,-0.052193539,-0.066260781,-0.419921295,-0.810475035
Zm00001d020242,2.529588514,3.722410975,0.319455552,0.266182433,-0.554414493,-0.595129964,-0.240814242,-0.148582231,-0.177507779,-0.1260921,-0.419921295,-0.810475035
Zm00001d048959,3.553909745,3.918822857,0.52577037,0.543934752,0.040093364,-0.094133264,-0.203575335,-0.14031227,-0.100087281,-0.076960976,-0.233221175,-0.028946431
Zm00001d048953,5.873581317,4.660140205,0.401981479,-0.205996508,0.691112105,0.513526568,1.344081342,1.055694884,-0.03362317,-0.03488993,0.055292548,0.376794972
Zm00001d048950,5.483792264,5.152236498,0.924645685,0.474496672,-0.622226523,-0.775770782,0.585970794,0.734554734,0.079427202,0.07273333,-0.023309289,-0.229421491
Zm00001d048957,5.119787289,4.834352301,0.030614807,0.224519586,0.555819205,0.168339984,-0.269504176,-0.153789654,-0.068926188,-0.066122221,0.055292548,0.376794972
Zm00001d052519,4.041772942,2.565983955,0.855874079,0.82168707,1.569397423,1.709434914,-0.14021319,-0.036245504,-0.014066366,-0.033351386,0.971358555,1.077828043
Zm00001d048954,4.023665802,5.10724749,-0.05191112,-0.289322204,0.136130173,0.106122225,-0.048941071,-0.168837115,-0.106720451,-0.105638151,0.055292548,0.376794972
Zm00001d029301,0.646962601,0.840650143,-0.780890143,-0.914264921,-0.371070424,-0.681430157,-0.202346757,-0.361579545,-0.224198508,-0.214783866,-1.065447578,-0.344900718
Zm00001d019409,1.694889699,1.948372839,-0.35909096,-1.043882669,-0.586972726,-0.173047429,-0.131657985,0.019742398,0.001725669,-0.048001912,-1.080605844,-0.871637418
Zm00001d044180,0,0,0.732085188,0.918900382,-1.349515714,-1.328513709,-0.17851814,-0.046439838,-0.069550327,0.007536104,1.017201245,0.978874561
Zm00001d044181,0.704478931,1.792475164,1.474818532,1.224427932,-0.116082507,0.132540436,0.509718993,0.829932513,0.056282982,0.07056718,1.017201245,0.978874561
Zm00001d044182,0.024125321,0.016995911,1.474818532,1.224427932,0.953582105,1.195468729,-0.168078157,-0.162880622,0.217963219,0.157409948,1.017201245,0.978874561
Zm00001d044185,3.138634831,3.944286688,0.126895056,0.474496672,-0.303028106,-0.358223377,-0.208125963,-0.268018072,-0.07143909,-0.017514072,0.815617414,0.558642319
Zm00001d044186,4.171233894,5.328218278,0.126895056,0.474496672,-0.802821624,-0.823416598,-0.191048217,-0.183406836,-0.024434912,0.033596733,1.176355243,1.015705788
Zm00001d044188,2.689369094,3.571715233,-0.258225938,-0.099524786,-0.507488411,-0.508747282,-0.175552754,-0.256306713,0.000956476,0.03026999,1.280094334,1.147145701
Zm00001d044189,3.698923537,5.453768729,0.278192589,0.224519586,-0.215810072,-0.185711805,-0.22185388,-0.297571029,0.026322425,0.074395316,1.280094334,1.147145701
Zm00001d013757,5.690578072,5.921400307,-0.689194669,-0.219884124,-0.558626323,-0.444420548,-0.228027049,-0.29238799,-0.089280834,-0.115952605,-0.040940269,-0.211295045
Zm00001d013751,5.632248281,6.069812893,-1.152256815,-0.733725914,1.003014689,0.685954568,-0.213338675,-0.258652083,0.036569448,0.06902844,0.093306882,0.24763526
Zm00001d010510,0.540863142,1.132536923,-0.822153107,-1.275342935,-1.19853734,-1.338635313,-0.071632646,-0.368853722,-0.192130098,-0.168108622,-0.16950057,-0.732722051
Zm00001d044456,0.135775189,0,1.089697539,0.557822368,-1.237451924,-1.16212377,-0.158381539,-0.172108923,-0.130800655,-0.074703916,0.612290897,0.62632395
Zm00001d044455,3.533504252,4.843508879,-0.932187676,-0.733725914,0.080035469,-0.334422067,-0.094135703,-0.352625521,0.029804079,0.084243571,0.612290897,0.62632395
Zm00001d044452,2.766076009,2.873754413,1.859939526,1.543843099,-0.407398187,-0.54490316,-0.211752468,-0.369835079,-0.186905634,-0.182246513,1.712096921,1.302748345
Zm00001d045583,2.310058147,3.52340346,-1.386080276,-1.108691544,-0.400668299,-0.444206532,-0.208911459,-0.170157366,-0.090892105,-0.071611726,-0.927930841,-0.583773279
Zm00001d045582,1.550101134,1.311527141,-0.927602903,-1.016107438,-0.056479189,-0.414033994,0.414731598,0.515496361,-0.056830554,-0.021388821,-0.711208236,-0.556773053
Zm00001d045581,4.194603064,4.669715624,-0.927602903,-1.016107438,-0.771262464,-0.564714271,-0.154165935,-0.155729517,-0.103122727,-0.045742847,-0.711208236,-0.556773053
Zm00001d045580,0.430259934,0.815866124,-0.404938697,-0.60873737,-0.236485475,-0.269744978,-0.094401457,0.106028571,0.068537588,0.110335053,-0.030908365,-0.103070985
Zm00001d045584,0,0,-1.386080276,-1.108691544,0.328366943,0.168919638,0.349706584,0.5854988,-0.134835199,-0.136062189,-0.927930841,-0.583773279
Zm00001d051359,0.16850084,0.507105195,-0.038156799,-0.053232733,0.555048477,0.44143288,-0.184820862,-0.271209434,-0.050578975,-0.003917433,0.02569946,-0.314325801
Zm00001d043864,0.674269605,0.579017586,0.800856794,0.905012766,1.422959792,1.286322208,-0.19910356,-0.334208815,0.07326055,0.051341866,1.552519414,1.321085616
Zm00001d043862,0.726558053,2.28702679,-0.670855574,-1.025365848,-0.330306682,1.488645032,-0.238467016,-0.218980462,-0.049781332,0.002968655,1.552519414,1.321085616
Zm00001d043860,3.276365641,3.615699331,2.272569162,2.307661975,-0.5037729,-0.504326091,-0.207286856,-0.33900336,-0.097067882,-0.118476391,0.579489474,0.544981919
Zm00001d043861,4.096320165,4.88227739,0.310286005,0.270811639,-0.933894081,-0.939040384,-0.223242369,-0.296210308,-0.074843084,-0.017346016,1.552519414,1.321085616
Zm00001d004535,0,0,-1.386080276,-1.080916312,-1.240953169,-1.277370326,0.340732776,0.340098019,-0.17184535,-0.177753759,-2.07126407,-2.121568981
Zm00001d012089,0,0,-0.615838289,-1.469769558,-0.828927143,-0.077520286,0.526988898,0.430357046,0.043631361,0.083336269,-1.259577299,-2.19691197
Zm00001d016702,5.120947797,4.538862506,0.443244443,0.182856738,-0.613452517,-0.617360211,-0.20671616,-0.083969142,-0.134386886,-0.110351242,-0.113572785,0.364142058
Zm00001d039766,0,0,-0.505803719,-0.497636443,-1.365756909,-1.346100094,-0.189141124,-0.288976118,-0.235808599,-0.206403656,-0.297742721,-0.289179776
Zm00001d047898,3.797451359,4.48742853,-0.698364216,-0.247659356,-0.77774278,-0.681018585,-0.20140935,-0.432679457,-0.046336103,0.010168555,1.073062008,0.81185373
Zm00001d053268,0.267160619,0.382765366,0.18191234,-0.358760284,-0.636632443,-0.846821263,-0.059026757,0.265393514,-0.01919946,0.073926018,0.222796855,0.271578991
Zm00001d009163,4.346671063,4.516013718,-0.890924713,-1.414219094,-0.181824479,-0.222427861,-0.181000938,-0.023139137,-0.167874861,-0.117695992,-2.383980099,-2.105861722
Zm00001d047998,3.487818172,4.38162077,0.305701231,0.655035679,-0.686878217,-0.711014147,-0.207691848,-0.408286296,0.021456015,-0.016225302,1.734215475,0.981393789
Zm00001d018621,0,0.341372875,-0.340751865,-0.636512602,0.624490036,0.670956346,-0.175937156,-0.087646982,-0.019397632,-0.03650773,0.754884893,0.670411201
Zm00001d053263,0,0.953416983,-1.221028421,-0.553186907,-1.356273099,-1.343131006,-0.197685178,-0.19023999,-0.247087382,-0.210503344,0.082258743,0.256803271
Zm00001d053262,3.956631942,3.637328001,0.915476137,0.59485601,-0.943178185,-1.05273997,-0.152823281,-0.041932455,-0.115823684,-0.043270286,0.696806265,1.283304051
Zm00001d053265,2.652951295,3.777942971,-0.615838289,-0.733725914,-0.644490561,-0.202812882,-0.228482756,-0.127849503,-0.065636506,-0.032855043,0.146922087,0.335674083
Zm00001d018625,6.094389172,3.142080093,0.842119758,1.113327005,-0.430577102,-0.448085189,-0.190851359,-0.400537754,-0.056048013,-0.064138701,1.251046851,1.124059451
Zm00001d018626,4.661429776,4.546674639,1.502327175,2.08546012,-0.664524541,-0.652538983,-0.189143656,-0.182434894,0.018037467,0.010813183,1.381425175,1.24326629
Zm00001d053266,1.05257889,2.459423924,-0.010648156,-0.914264921,1.013514872,2.90549948,-0.15285945,-0.029880323,0.044756432,-0.039218055,0.400793166,0.645324293
Zm00001d016736,6.326829018,4.756059189,-1.358571633,-0.914264921,0.608357228,0.408855545,-0.19265859,-0.165163682,-0.082899184,-0.101759486,0.362673457,0.820001716
Zm00001d009674,1.09208969,2.166642291,1.089697539,1.002226078,1.371165342,1.154889383,-0.004332092,-0.174725454,0.354623481,0.222708156,0.21645218,0.550880864
Zm00001d045327,5.615994193,4.281973634,0.003106165,0.099531042,1.499597292,1.687412851,-0.11640912,-0.169345142,0.101080486,-0.005928917,0.893090657,0.769688447
Zm00001d014701,6.419360162,4.821098436,0.915476137,0.955934024,1.115184519,1.274799882,-0.162921635,-0.217745623,0.274615094,-0.005142979,-0.39886039,-0.002430217
Zm00001d045324,2.190325976,2.171137745,0.136064603,0.104160247,-0.869818535,-0.820294105,-0.159528781,-0.050859854,-0.028368471,0.018623966,0.798768914,1.587306004
Zm00001d045323,8.081871636,7.256534307,0.136064603,0.104160247,0.193498362,-0.012643522,-0.239884328,-0.15018957,-0.051707946,-0.079795334,0.798768914,1.587306004
Zm00001d014705,3.208265656,4.080053742,0.470753085,0.196744354,0.408610469,0.438997837,-0.205890751,-0.275638517,-0.071980125,-0.058435754,-0.39886039,-0.002430217
Zm00001d014704,1.99213793,1.194903802,0.470753085,0.196744354,1.825935617,1.876340323,-0.146347592,-0.166893636,0.083351977,0.045580279,-0.39886039,-0.002430217
Zm00001d036950,7.07673863,7.207450008,1.68113335,1.529955483,-0.409689866,0.297567741,-0.208274785,-0.215474254,-0.029200404,-0.046902387,1.773448795,1.980078144
Zm00001d036956,1.088617893,1.363887994,-1.028467925,-1.219792471,0.750334551,1.554118775,-0.114338992,-0.169103355,-0.039663305,-0.000502284,0.994372917,0.202868125
Zm00001d036957,0,0,-1.028467925,-1.219792471,-1.344075039,-1.327907864,-0.149770782,-0.241050201,-0.133755178,-0.082671479,0.994372917,0.202868125
Zm00001d011065,0,0,0.952154327,0.627260447,-1.199731716,-1.192117202,-0.255494779,-0.30420452,-0.062790114,-0.066808019,0.247618287,0.210258122
Zm00001d011064,0.032083441,0.040596031,0.952154327,0.627260447,-0.13955051,-0.368152764,-0.272255132,-0.231392004,-0.068707705,-0.07234408,0.247618287,0.210258122
Zm00001d011067,4.989635174,5.488456406,-0.712118537,-0.525411675,0.444177722,0.714531999,-0.21961057,-0.45398093,-0.053713749,-0.027696182,1.42880042,1.417114409
Zm00001d011066,4.377944861,5.382655784,-0.43244734,-0.497636443,1.083905533,1.604911844,-0.228740965,-0.067075436,0.312118076,0.151162702,0.479419445,0.447097705
Zm00001d011061,1.056448732,2.713957719,-0.161945689,-0.171277468,-0.299022334,-0.513474942,-0.266548144,-0.370867172,-0.136149217,-0.119218286,-0.020395888,-0.146880739
Zm00001d011060,3.068853414,4.133914074,-0.808398786,-0.580962138,2.247859904,2.127396942,-0.236554451,-0.20809057,-0.00207691,0.01698455,-0.020395888,-0.146880739
Zm00001d011063,2.612694631,2.308692006,0.952154327,0.627260447,-0.478274065,-0.320491816,-0.221344626,-0.324944688,-0.145542192,-0.172970248,0.247618287,0.210258122
Zm00001d011062,0,0,-0.161945689,-0.171277468,1.018027072,0.53592186,0.077623125,-0.226585256,-0.059115325,0.004395191,-0.020395888,-0.146880739
Zm00001d011069,5.331150056,4.195188883,0.512016049,0.710586143,-0.604029182,-0.574873686,-0.187476125,-0.219556733,-0.122553829,-0.075405051,1.42880042,1.417114409
Zm00001d011068,2.731508898,3.63075853,-0.712118537,-0.525411675,0.711284587,0.601371989,-0.160970998,-0.424347217,-0.093713358,-0.091843653,1.42880042,1.417114409
Zm00001d050008,3.038373493,2.25167749,0.026030034,-0.45134439,2.182956193,1.908866281,-0.137674585,0.059770682,0.056721114,-0.008075379,-2.417990047,-2.520660675
Zm00001d042058,4.356662561,5.044418179,-0.912931627,-0.630957556,-0.495055604,-0.559560647,-0.158545606,-0.213842312,-0.123545127,-0.078858732,0.103290321,0.323122694
Zm00001d042059,6.171808492,4.757902948,-1.055976567,-1.025365848,0.318519363,0.0909602,-0.221864051,-0.185636521,0.090365477,0.043357846,-0.146903527,-0.201443017
Zm00001d042050,9.050092397,5.364334041,-0.547066683,-0.650400218,-0.065666796,-0.210709233,-0.086732902,-0.213120893,0.099677385,-0.01078855,0.319587228,0.681114271
Zm00001d042051,2.370188651,1.382633686,-0.406084891,-0.393479323,3.03227753,2.881062402,-0.075146337,0.139173717,0.132756863,0.116344477,0.319587228,0.681114271
Zm00001d042052,3.52021638,3.926906829,-0.265103098,-0.136558429,-0.507254604,-0.562800632,-0.162089259,-0.167601929,-0.044038403,-0.026436546,0.319587228,0.681114271
Zm00001d042054,0.208609649,0.814705178,0.580787655,0.043980578,0.859318735,0.659542467,-0.292963966,-0.060073515,0.029087767,-0.030406451,0.309410587,0.579556422
Zm00001d042055,1.686352608,2.638925606,0.191081888,0.178227532,-0.484458725,-0.485047678,-0.162765243,0.040434625,0.000490447,-0.012953136,0.309410587,0.579556422
Zm00001d042056,2.182037428,3.268578117,-0.959696319,-0.74761353,-0.091490024,0.219064748,-0.194589686,-0.074864342,0.258094777,0.173761404,0.143886336,-0.044312623
Zm00001d047994,3.882917412,4.064073522,-0.313243223,-0.053232733,-0.471470504,-0.532055672,-0.181860506,-0.311708441,-0.035294646,-0.036974624,1.968712497,1.454912742
Zm00001d046748,4.691374328,3.7720938,1.309766678,0.44672144,1.402754837,1.312676899,0.245335884,-0.087092554,-0.006459985,-0.034623025,1.182921331,1.278432191
Zm00001d046749,2.294374802,1.346782763,-0.161945689,-0.219884124,0.818102091,-0.343738094,-0.129918289,-0.053864685,-0.054647181,0.021912564,1.182921331,1.278432191
Zm00001d049938,1.675617387,0.63004382,-1.661166699,-1.386443862,0.578309065,0.372755296,-0.186526032,-0.093579796,-0.134380346,-0.111740496,-2.431434917,-2.065907487
Zm00001d049939,5.307321461,5.182845232,2.190043235,1.446629787,-0.02538455,-0.096198735,-0.076410652,-0.281751104,0.029392144,-0.023522648,-2.490622474,-1.571826253
Zm00001d046740,2.977617032,4.45578379,-0.588329646,-0.053232733,-0.121257145,-0.117864866,-0.140257196,0.024647284,-0.099071329,-0.104990665,-0.257094125,0.302338305
Zm00001d046742,4.774577627,5.234295537,0.099386413,0.002317731,-0.575466829,-0.593465322,-0.131218522,-0.267921882,-0.067871057,-0.087921914,0.437110568,0.543780589
Zm00001d046746,4.440512304,3.223536694,-0.560821004,-0.386535515,0.253533261,0.206007803,-0.137775085,-0.266713369,-0.096163102,-0.082652079,0.477130225,0.479543756
Zm00001d027684,0.747407738,0.549863981,1.117206181,1.668831642,-0.240346865,0.051139918,-0.224376626,-0.15795293,0.049293602,-0.001332978,0.037000868,-0.11299864
Zm00001d023306,0.691614561,0.446253759,0.154403698,0.168969122,0,0,0,0,-0.145696816,-0.194278139,0.644696475,0.042140284
Zm00001d023301,2.629929387,2.66347131,-0.684609895,-0.719838298,0,0,0,0,-0.063450375,-0.059423595,0.667146447,0.64006306
Zm00001d051093,4.693707364,2.887641916,-0.615838289,-1.414219094,-0.990399831,-0.618659929,-0.308499283,-0.33470158,-0.131964796,-0.167168889,-1.966003787,-1.807621272
Zm00001d010615,3.79699004,3.898804788,0.29194691,0.050924386,0.108171417,-0.032973287,-0.132183097,-0.181776296,-0.065318162,-0.041349606,1.632616895,1.615636523
Zm00001d027681,0.177084774,0.164241357,1.488572854,1.016113693,-0.351056733,0.686366553,0.290127723,0.327538591,0.016831553,0.141488218,-0.085660264,-0.146699927
Zm00001d027682,0.957962626,0.18365081,1.488572854,1.016113693,-0.726600214,-0.436114958,0.227589025,0.024933281,0.008876646,0.037789677,-0.085660264,-0.146699927
Zm00001d027683,1.216573442,2.976984454,0.768763378,0.854091508,-0.247654409,-0.083286568,-0.14401871,-0.321311777,-0.069100565,-0.009424991,0.037000868,-0.11299864
Zm00001d044407,1.178667692,2.332953541,3.262880288,1.057776541,-0.534589126,-0.521621509,-0.248079869,-0.447359717,-0.191243925,-0.178835123,1.047984223,0.83176791
Zm00001d044402,11.06388151,4.333417174,-0.753381501,-1.05314108,0.800484106,-0.047933335,-0.048963419,-0.216228023,0.215272159,0.091843103,0.463324897,0.222533261
Zm00001d010313,2.280403868,2.462999055,1.461064211,0.412002401,-0.234142098,-0.110291666,0.121591197,-0.252055392,0.052949253,-0.026076088,0.947949965,1.109513826
Zm00001d034152,4.256090808,5.42462781,-0.909263808,-0.358760284,-0.649587794,-0.536728564,-0.14912408,-0.238507412,-0.084486853,-0.035870304,-0.082749439,-1.043577416
Zm00001d035540,2.284282845,2.489427587,-0.835907428,-1.330893399,-0.778164651,-0.774669233,-0.212718038,-0.154272775,-0.087853638,-0.117920314,-1.675871436,-1.300790262
Zm00001d035542,2.987210067,4.172817802,-1.221028421,-1.275342935,-0.442168945,-0.357943837,-0.105071028,-0.257247657,0.155682873,0.047413883,-1.800609037,-0.645466966
Zm00001d035543,8.113172437,8.385486453,-1.221028421,-1.275342935,0.370733234,0.896619977,-0.09866106,-0.110783307,0.546182626,0.179014752,-1.800609037,-0.645466966
Zm00001d035548,0.025408737,0.098942764,-0.203208653,-0.094895581,-0.274028224,-0.367656447,-0.249666743,-0.315839889,-0.209105781,-0.183514429,-2.784911215,-2.448531169
Zm00001d044845,3.295013599,3.949513518,3.207863003,3.835299727,-0.547785103,-0.598355596,-0.214622578,-0.124447123,-0.13137781,-0.119726281,0.938413132,0.608503416
Zm00001d044844,2.995634841,2.80335821,2.06166957,2.520605419,-0.067502465,-0.301731668,-0.24528502,-0.287328657,-0.078046653,-0.057466474,0.596422351,0.88508609
Zm00001d041833,2.084078102,3.134198757,-1.166011137,-1.136466776,-0.884985989,-0.897371605,-0.185117986,-0.202246077,-0.217960051,-0.186893918,-1.639042111,-1.350543317
Zm00001d041831,4.030287075,5.063535285,-1.069730888,-0.830939225,-0.199451555,-0.270352698,-0.246376452,-0.221569709,-0.038939134,-0.062046986,-1.221670353,-1.276185084
Zm00001d041830,0.130775393,2.645289094,-1.069730888,-0.830939225,-1.174506248,-1.154728303,-0.214494315,-0.18524634,-0.036111091,-0.06374574,-1.221670353,-1.276185084
Zm00001d039301,1.497219589,1.293183096,2.465129658,2.279886743,-0.588831487,-0.33778705,0.443201407,0.755072506,-0.018187791,-0.031686815,0.884153186,1.126321125
Zm00001d006247,0.991999755,1.019227698,-0.093174083,0.307845281,-0.017798592,-0.251536455,-0.21802761,0.079637558,0.085095046,0.167963106,0.733302321,1.096605874
Zm00001d006246,2.800707976,3.201458636,0.085632092,0.391170977,-0.716872878,-0.546942293,-0.18517799,-0.247431413,-0.025250831,-0.003430094,0.834039379,0.686701689
Zm00001d006249,2.036822608,3.267533251,0.897137042,1.085551773,0.187148521,1.275779112,-0.251550477,-0.219461029,-0.047079999,-0.039259702,0.733302321,1.096605874
Zm00001d006248,0.58046519,1.061017619,-0.093174083,0.307845281,-1.160333542,-1.150119122,-0.164169708,-0.112035254,0.142094749,0.257127387,0.733302321,1.096605874
Zm00001d043097,2.543705137,2.790184694,-0.657101252,-0.372647899,0.979907661,1.04235718,-0.123903476,-0.064108873,0.660174856,0.413925209,1.417525123,1.883153857
Zm00001d043094,1.62054137,3.684708792,-0.918433355,-0.942040153,0.7674139,1.280558707,-0.150507,-0.014085356,0.034634163,0.056684027,1.417525123,1.883153857
Zm00001d043093,2.683350316,2.770587625,0.75959383,0.974450846,-0.958220615,-1.019503145,-0.172566998,-0.042308354,-0.011929248,0.077241746,1.047259057,1.448318915
Zm00001d043091,1.869171796,2.7849264,1.412924087,1.696606874,-0.872215201,-0.937514614,0.297690207,-0.036305866,-0.069661904,-0.021851753,1.135896786,0.96398391
Zm00001d043090,0.028240029,0.050868028,1.639870387,1.599393563,1.017300847,1.062923928,0.595668872,0.77271624,0.196499285,0.145039862,1.255243688,0.92817739
Zm00001d034495,0.737333146,0.892922798,1.612361744,2.141010584,1.889180895,1.577381996,-0.039324943,-0.292518111,0.269755911,0.15842587,0.195006111,-0.122252358
Zm00001d034497,4.655159934,6.860192911,1.905787263,2.048426478,0.433175848,1.281729145,-0.150957667,-0.359600898,0.052219216,-0.029356092,0.195006111,-0.122252358
Zm00001d034496,0.549155245,1.342346897,1.612361744,2.141010584,2.66989254,2.13926709,-0.133511825,-0.25829431,0.178574636,0.134958918,0.195006111,-0.122252358
Zm00001d034491,5.609341227,4.849521133,-1.110993852,-0.858714457,-0.36073817,-0.393746463,-0.308683488,-0.514293533,-0.116510137,-0.116073521,-0.232384447,0.600404789
Zm00001d043099,0,0,-0.148191368,0.113418658,-1.23740641,-1.292475263,-0.200210098,-0.285924948,-0.016173965,-0.008191214,1.417525123,1.883153857
Zm00001d043098,5.673208249,5.261108551,-0.148191368,0.113418658,-0.497518902,-0.539088347,-0.222319982,-0.374651196,-0.051061358,-0.097329383,1.417525123,1.883153857
Zm00001d038134,3.035040849,3.843526349,-0.498926559,-0.226827932,-0.765282263,-0.807193348,-0.201941037,-0.08843422,-0.057068982,-0.026007968,0.891629889,0.617637935
Zm00001d038135,1.990298028,1.412252034,-0.615838289,-0.275434588,0.416552268,0.356721184,-0.164690185,-0.249016457,0.101491589,0.08396746,0.674364321,0.245202362
Zm00001d002271,1.117753547,0.85967356,1.172223466,1.235538025,-1.195535446,-1.159270125,-0.305733416,-0.332063445,-0.065380733,-0.089797386,0.733358727,0.902586984
Zm00001d038131,1.908949295,0.040408997,0.195666662,0.363395745,0.542505803,0.278456476,-0.252732209,-0.286434363,-0.11129804,-0.11622579,0.891629889,0.617637935
Zm00001d007112,0,0,-0.808398786,-0.575407092,3.531372193,2.795921962,-0.19300227,-0.173450271,0.045003176,0.054036721,0.467625148,0.253450446
Zm00001d007113,5.849037918,6.583313024,-0.166530463,-0.229142535,-0.059491445,0.160354167,-0.103306787,-0.048712608,-0.040503051,-0.043234935,0.467625148,0.253450446
Zm00001d007111,2.582990833,3.728871666,-0.808398786,-0.575407092,0.215619411,0.292353484,-0.205622665,-0.252992512,-0.135369503,-0.080843322,0.467625148,0.253450446
Zm00001d007117,5.285649145,5.388731766,-0.716703311,-0.74761353,0.839420703,0.64581452,-0.11255227,-0.259104484,-0.012718169,-0.007407604,0.688532021,0.518760893
Zm00001d007114,0.247173673,0.232711915,-0.166530463,-0.229142535,-0.790283215,-0.73902198,0.00698286,0.049732742,0.004391288,0.004384483,0.467625148,0.253450446
Zm00001d007115,0,0,-0.430154953,-0.483748827,-1.308719402,-1.312785468,-0.076310187,-0.220468798,-0.213911607,-0.134194035,0.366255175,0.294445727
Zm00001d007118,6.015917738,5.511962442,-0.024402478,-0.321726641,-0.357663507,-0.387261412,-0.182116165,-0.195325089,-0.070744039,-0.039211548,0.608113532,0.600475063
Zm00001d007119,0,0,0.05812345,-0.26849078,-0.134731813,-0.234675994,0.832873765,0.424058395,-0.195419813,-0.147856054,0.608113532,0.600475063
Zm00001d028274,0.64421778,0.98507193,-1.069730888,-0.872602073,0.696687078,0.26454667,-0.224367322,-0.317136633,-0.046440528,-0.03193468,-0.152084283,-0.216625853
Zm00001d028272,4.381591285,4.315019586,-0.608961128,-0.435142171,-0.704038967,-0.767831272,-0.178135998,-0.173912483,-0.021323326,0.009306785,0.031679661,-0.132824015
Zm00001d028279,3.907840602,4.508498419,-0.32241277,-0.145816839,-0.501839329,-0.609296663,-0.180098319,-0.182488751,-0.13343566,-0.120051098,-0.051795542,0.144946403
Zm00001d002090,1.998680533,2.504838157,3.317897572,2.807616148,-0.822719734,-0.82193292,-0.235367652,-0.22480623,-0.016667131,0.021448097,0.746382948,0.94795034
Zm00001d002093,0.801550221,1.348050513,3.262880288,3.085368467,-0.839333046,-0.858173185,-0.096296127,0.198562957,0.060604269,-0.001215351,0.746382948,0.94795034
Zm00001d002095,3.234002913,3.789800637,3.262880288,3.085368467,-0.361090966,-0.401221139,-0.1608829,-0.328862351,-0.135746346,-0.113691887,0.746382948,0.94795034
Zm00001d002096,0.429868375,0.223223998,1.914956811,1.877145881,-0.840671424,-0.870615498,-0.276943133,-0.426701615,-0.090010487,-0.108283214,1.182452759,0.84511283
Zm00001d002097,0.193470244,0,1.914956811,1.877145881,-1.157640038,-1.13862424,2.321366467,4.962950787,0.013246009,0.081394742,1.182452759,0.84511283
Zm00001d002639,3.873598681,4.025679042,-0.230717295,-0.74761353,-0.699662134,-0.711118509,-0.205148191,-0.268133438,-0.134488871,-0.098103653,0.21472774,0.346448949
Zm00001d002630,3.908220084,3.729939576,0.016860486,0.280070049,1.403854829,1.274463444,-0.180247722,-0.245206034,-0.041424024,-0.065735921,0.088230571,0.40246386
Zm00001d002631,2.340834262,2.564318899,0.965908648,1.238315548,-0.325416969,-0.423832505,-0.057619036,-0.316966319,-0.098487071,-0.097502079,0.169401488,0.128483794
Zm00001d002632,3.985060116,3.725609785,0.319455552,0.321732897,1.442685683,1.715864832,-0.059234908,-0.386163179,0.233620669,0.081073942,0.169401488,0.128483794
Zm00001d029630,0,1.969530086,-0.203208653,-0.247659356,-0.94888977,-0.864554679,0.121819483,0.591067564,-0.123851681,-0.094056028,-1.74446207,-1.778748959
