gene,CK_mean,HS_mean,loop_ckmean,loop_hsmean,K4_ckmean,K4_hsmean,K27_ckmean,K27_hsmean,atac_ckmean,atac_hsmean,com_ckmean,com_hsmean
Zm00001d002827,2.714317623,3.146743732,0.704576546,0.613372832,-0.936589648,-0.899104317,-0.185018643,-0.123359128,-0.054628628,-0.012590697,0.072158287,0.357328084
Zm00001d002829,0.05250122,0,-0.161945689,-0.192108892,0.242316549,0.096548272,1.835980242,0.973779398,0.082743817,0.070968046,-0.197457393,-0.174924883
Zm00001d002828,0.870472042,1.305753638,0.264438268,0.206002764,-0.40323413,-0.582942318,3.230649973,3.486169478,-0.057530732,-0.030257241,-0.197457393,-0.174924883
Zm00001d042133,4.794635642,5.049643255,-1.138502494,-0.900377305,-0.606148139,-0.474718431,-0.254029889,-0.262658123,-0.140805898,-0.115838354,-0.705652791,-0.697505472
Zm00001d042137,2.561759674,3.224656551,0.29194691,0.44672144,-0.62358964,-0.705454551,-0.227146934,-0.201083009,-0.124451289,-0.108860168,-0.734066805,-0.880408601
Zm00001d042136,3.522674698,4.198481555,-0.804468979,-0.723806188,-0.496219722,-0.579031644,0.340904243,0.273765523,-0.136882795,-0.106600304,-0.684769874,-0.289324117
Zm00001d042134,0.602078649,0.401908203,-0.533312362,-0.025457501,-0.274614953,-0.198576225,0.754999781,1.112571812,-0.075324554,-0.033053095,-0.705652791,-0.697505472
Zm00001d046803,5.316224985,4.188534964,1.062188897,1.224427932,1.202516883,0.85114479,-0.211846073,-0.258012435,0.076372816,0.048130857,1.053151304,-0.062743212
Zm00001d046802,3.102458368,1.093983548,-0.574575325,-0.219884124,0.098658621,0.08911276,0.141522535,1.284770635,-0.048147311,-0.058676962,0.74209215,0.575656244
Zm00001d046801,2.189857866,2.708244781,-0.574575325,-0.219884124,0.246214722,-0.023457494,-0.16121068,0.195943287,-0.0756023,-0.090347884,0.74209215,0.575656244
Zm00001d046800,0,0,-0.258225938,0.057868194,-1.184447419,-1.16295915,-0.200873072,-0.227349883,-0.185444846,-0.148443827,0.74209215,0.575656244
Zm00001d046805,0.261956791,1.780835701,0.512016049,0.780024223,0.756865047,0.955333177,1.623692346,0.993406422,0.010790819,0.0022044,0.443433564,1.081343941
Zm00001d046809,0,0,0.099386413,0.307845281,-1.259026472,-1.225515988,0.488829976,-0.013939536,0.114029675,0.164215658,0.443433564,1.081343941
Zm00001d046808,0,0,0.099386413,0.307845281,-1.329700021,-1.289131599,0.03141449,-0.056794254,0.036067426,0.059607063,0.443433564,1.081343941
Zm00001d040408,2.905321116,3.727794218,-0.560821004,-0.442085979,-0.297429728,-0.338644377,-0.159522058,-0.113154833,-0.141076514,-0.099090669,-1.623766458,-1.877355795
Zm00001d030121,0.06761302,0.135206062,-0.437032113,-0.164333661,1.838843296,1.907253111,-0.014994293,-0.153525573,-0.004656339,0.029890938,-1.296120955,-0.772157205
Zm00001d030123,0.796929389,1.84610868,-0.450786434,-0.275434588,1.308163516,1.046633295,-0.246924937,-0.243382639,-0.106954552,-0.109378473,-1.939089252,-2.162220972
Zm00001d030126,4.164605394,5.335569708,-0.799229238,-0.766130351,-0.487821568,-0.422270299,-0.1438547,0.008811609,-0.096386839,-0.051459318,-2.482884436,-2.946978839
Zm00001d005653,3.736215883,3.63441476,-0.835907428,-1.386443862,-0.158000787,-0.036906888,-0.227683362,-0.25872181,-0.080946606,-0.04718678,-0.066150858,0.029473521
Zm00001d005650,2.249520483,2.875818325,-0.835907428,-1.386443862,0.2953908,0.111497954,-0.190164529,-0.270813802,-0.124381333,-0.068037418,0.329852353,0.33655629
Zm00001d005654,1.054746159,3.020642887,0.429490122,-0.636512602,0.654498352,0.562912772,-0.17684132,-0.085600055,-0.06043319,-0.030436203,-0.066150858,0.029473521
Zm00001d006307,2.616903584,2.928642759,-1.303554348,-0.942040153,-1.140219408,-1.132658399,-0.241533719,-0.323986439,-0.144237656,-0.093574087,0.590131355,0.472745774
Zm00001d043269,3.488652451,4.186347311,1.254749393,1.030001309,0.85895016,0.539740001,-0.215419115,-0.301985521,-0.013894865,-0.0272341,0.572143289,0.900153009
Zm00001d043266,1.621655095,1.092412685,-0.560821004,-0.914264921,-1.08884516,-0.987285856,0.22660376,0.474917229,-0.135071808,-0.140116059,0.572143289,0.900153009
Zm00001d043267,4.68899441,4.781681722,0.360718516,0.780024223,-0.311116302,-0.288756643,-0.150812281,-0.199312282,0.171389947,-0.034870232,0.572143289,0.900153009
Zm00001d043262,0,0,-0.560821004,-0.914264921,-0.830125746,-0.687831354,-0.210536764,-0.131538009,-0.081543581,-0.092348459,0.184492269,0.251016906
Zm00001d043263,2.146985883,1.588972744,-0.560821004,-0.914264921,-0.830657777,-0.999902366,-0.222347173,-0.258522161,-0.100455007,-0.08798605,0.153604096,0.151196361
Zm00001d007650,4.560219952,5.566763725,0.539524691,0.641148063,-0.589643864,-0.669333766,-0.225133985,-0.282235694,-0.137391446,-0.141602158,0.20298823,0.424784481
Zm00001d007657,0.004665338,0,-0.230717295,-0.067120349,0.903984135,1.007099143,-0.234824715,-0.224371562,0.027241871,0.004711555,0.03879818,-0.258167692
Zm00001d007659,0.178129053,0.603185186,-0.230717295,-0.067120349,0.188972054,-0.322113691,-0.149562026,-0.360283012,-0.053517211,0.046066138,0.03879818,-0.258167692
Zm00001d031835,1.398761885,2.440549356,0.594541976,2.640964757,-0.41992625,-1.240934506,-0.111258149,-0.138365539,0.040585191,0.102199396,-0.51233716,-0.69719656
Zm00001d025228,4.312544654,3.970603891,-1.000959282,-1.303118167,0,0,0,0,-0.106248813,-0.097325864,0.616043815,-0.019636376
Zm00001d031832,3.345128554,3.987413798,0.732085188,1.307753628,-0.359194803,-0.398637684,-0.156193345,-0.143956067,0.057360541,0.020300567,-0.51233716,-0.69719656
Zm00001d031833,2.864193344,3.364604134,0.126895056,1.071664157,1.432161751,1.545141565,-0.118396297,0.216425648,0.492058099,0.336741065,-0.51233716,-0.69719656
Zm00001d003888,1.008326246,2.201068486,-0.533312362,-0.719838298,-0.612362862,-0.604995517,-0.155732142,-0.1141206,-0.012366768,-0.058724587,-1.317183943,-1.242138933
Zm00001d003889,3.020874924,3.133445981,0.035199581,-0.136558429,0.167196473,0.195351692,-0.246747902,-0.340701708,-0.059862854,-0.091394149,-1.236211937,-1.088607874
Zm00001d033478,1.592677406,0.592524172,-0.056495894,-0.15507525,0.589595359,0.308953816,-0.136009952,-0.169234399,-0.038960782,-0.033989388,0.239554483,0.112620913
Zm00001d033479,4.430122883,4.378396203,-0.331582317,-0.349501873,-0.171656555,-0.282241562,-0.265968416,-0.232943339,-0.021991285,-0.002986251,0.239554483,0.112620913
Zm00001d033472,3.436641725,4.046102541,-0.657101252,-0.455973595,-0.296980859,-0.2304115,-0.222996796,-0.175994363,0.004946208,-0.003951701,-0.190761098,-0.536213487
Zm00001d033471,0.475427353,0.348351411,-0.657101252,-0.455973595,-0.657282181,-0.424864067,-0.189477608,-0.185586272,-0.013188097,-0.049069447,-0.190761098,-0.536213487
Zm00001d033477,3.561369317,3.339698815,-0.056495894,-0.15507525,-0.639955758,-0.697835852,-0.221432524,-0.285640487,-0.115689273,-0.12342093,0.239554483,0.112620913
Zm00001d033475,0.146916282,0.470221698,0.099386413,0.224519586,2.314231987,2.177279771,-0.204787722,-0.344533068,0.254636022,0.097823493,-0.190761098,-0.536213487
Zm00001d002173,0.083803377,0,-0.615838289,-0.761501145,1.528838907,1.692706667,-0.092714901,-0.214528747,-0.015887627,-0.010409464,0.435738129,0.19335551
Zm00001d002172,1.058841751,1.111794314,-0.551651457,-0.516153264,0.366090976,0.085657827,-0.16588372,-0.394169769,-0.051001159,-0.005961657,0.435738129,0.19335551
Zm00001d002176,0.130044779,0.058626823,-0.698364216,-0.705950682,-0.535253858,-0.329390954,0.146115701,0.55022227,0.06156401,0.070886728,0.463094388,0.271154865
Zm00001d002174,2.455309069,2.022283172,-0.73962718,-0.74761353,-0.802903968,-0.523565412,-0.29849927,-0.328163177,-0.042805295,-0.015134213,0.463094388,0.271154865
Zm00001d021800,0,0.02300453,-0.597499194,-0.192108892,-1.336735417,-1.35150634,-0.261634054,-0.398365538,-0.191510072,-0.124040352,0.324549524,1.181936891
Zm00001d021803,3.130826177,4.701249841,-1.303554348,-1.414219094,-0.023475847,-0.167401811,-0.004474383,-0.25605805,-0.104540154,-0.109023001,0.900646198,0.274896868
Zm00001d021804,0.411385025,0.624196369,-0.835907428,-0.469861211,0.289853719,-0.116980001,-0.168883486,-0.384109515,0.038680754,0.060899572,0.578486624,0.53754782
Zm00001d021805,5.321234088,5.612979369,0.773348152,0.82168707,-0.371715436,-0.463643375,-0.262714676,-0.333144377,-0.079509835,-0.089498837,0.578486624,0.53754782
Zm00001d021806,3.581404961,3.645270684,2.382603731,2.113235352,-0.821506975,-0.88893787,-0.171136603,-0.198432694,-0.058852318,-0.027579529,0.578486624,0.53754782
Zm00001d013651,4.691563346,4.702888463,1.364783963,0.613372832,-0.564285104,-0.36749711,-0.259396299,-0.268926324,-0.077869465,-0.025471677,0.996100339,1.195843367
Zm00001d028606,5.263878999,7.112682182,2.795233367,1.613281178,-0.227149696,-0.065113756,-0.174905182,-0.013260329,-0.009635478,0.001457679,-0.344865723,-0.938257787
Zm00001d028601,7.874629586,7.397084472,-0.001478609,0.067126605,1.753651632,1.719976105,-0.2577753,-0.191482595,0.194521061,0.115475301,-0.302684097,-0.47537588
Zm00001d028603,3.008113462,3.216129608,1.474818532,1.099439389,-0.143883856,-0.156529987,-0.237019119,-0.257441852,0.026242815,-0.035278684,-0.344865723,-0.938257787
Zm00001d028609,0.218686535,0.242348443,0.787102473,1.502180251,-0.945053415,-0.914441179,-0.172841868,-0.290404285,0.09828444,0.06281999,-0.109683073,-0.633117484
Zm00001d028608,5.285440715,5.95417232,1.172223466,1.668831642,1.232809221,1.439749789,-0.147717723,-0.048822447,0.172130868,0.075972986,-0.109683073,-0.633117484
Zm00001d053650,3.252722092,4.006789821,-0.299488901,-0.469861211,-0.063628356,-0.040379078,-0.170508466,-0.145215651,-0.08767983,-0.087508246,1.119850326,1.101743728
Zm00001d028678,0,0,-1.110993852,-0.914264921,-1.342908465,-1.323234757,-0.156612122,-0.161680187,-0.092184357,0.014549691,-0.293852476,0.03427305
Zm00001d003229,0.022545365,0.06116743,0.18191234,0.613372832,-0.371886855,-0.465954863,-0.201062612,-0.207317186,0.020368135,0.03219268,-0.726313336,-0.51479087
Zm00001d003224,2.848483934,3.30852048,0.388227158,0.613372832,-0.419169691,-0.440643251,-0.196159726,-0.219682073,-0.178061695,-0.13970006,-0.789038455,-0.50328404
Zm00001d003226,1.641854881,1.210312592,0.388227158,0.613372832,-0.94566613,-0.999472128,-0.15850476,-0.199110322,-0.156212673,-0.133774395,-0.789038455,-0.50328404
Zm00001d003227,0.427489966,1.658483274,0.388227158,0.613372832,-0.083155867,-0.216915106,-0.175991029,-0.180058747,-0.036042711,-0.003505467,-0.789038455,-0.50328404
Zm00001d003220,3.328644915,4.463628407,-0.643346931,-0.442085979,-0.484274549,-0.427949136,-0.157025898,-0.083643263,-0.07160201,-0.065917483,-1.216622691,-1.456982465
Zm00001d003222,4.450903348,5.26215784,-0.643346931,-0.442085979,0.124101625,0.209946587,-0.21742189,-0.112788664,-0.088907624,-0.086031584,-0.727808474,-0.930618178
Zm00001d003223,3.45601911,4.339218404,-0.911556194,-0.685119258,-0.079496191,0.030352886,-0.304723341,-0.25681773,-0.120245621,-0.124945611,-0.789038455,-0.50328404
Zm00001d048162,0.955565507,1.639633191,-1.055976567,-0.74761353,-0.66561847,-0.480454353,-0.155413383,-0.278466614,0.038587703,0.045368532,0.473406777,0.42804099
Zm00001d038587,3.925861692,4.158990816,0.97966297,2.752065685,-0.879887667,-0.920670149,-0.209377762,-0.210630905,-0.058756101,-0.016099789,1.069142774,1.681350686
Zm00001d038584,0.085576487,0.190698712,-0.010648156,-0.025457501,1.194081354,1.691602898,0.02921453,-0.054745182,0.281322754,0.177872895,1.069142774,1.681350686
Zm00001d038583,1.733615955,0.096274899,0.044369128,-0.136558429,-0.593962942,-0.732084525,-0.232244032,-0.263966857,-0.060167249,-0.033809037,1.069142774,1.681350686
Zm00001d038582,2.686474381,3.197621777,0.099386413,-0.247659356,0.753622865,0.274933023,-0.20967979,-0.346929291,0.077104694,0.007702549,1.069142774,1.681350686
Zm00001d038589,3.442995719,4.268680536,0.236929625,0.724473759,-0.438293899,-0.577644409,-0.210207306,-0.311270268,-0.087207213,-0.060740741,1.069142774,1.681350686
Zm00001d024975,1.488893714,3.81603699,-1.523623488,-1.025365848,0,0,0,0,-0.148738834,-0.102945618,-0.560682542,-0.220096486
Zm00001d024974,0,0.190143682,-1.523623488,-1.025365848,0,0,0,0,-0.081937922,-0.051987801,-0.560682542,-0.220096486
Zm00001d013469,1.536655224,1.639999853,0.622050619,0.780024223,0.477714093,0.368481053,-0.221221469,-0.346231247,-0.022308655,-0.031732502,2.226826264,2.26451023
Zm00001d037209,0.231206688,0.279373825,-0.533312362,-1.136466776,0.516605302,0.516674057,-0.165514601,-0.150215206,-0.105708444,-0.067992759,0.771836365,0.794499286
Zm00001d037208,0.525071939,0.146853737,1.612361744,1.030001309,-0.1155956,0.224186827,-0.263104949,0.036282759,-0.048010101,-0.004586972,0.771836365,0.794499286
Zm00001d037200,5.277753873,5.002277659,-0.349921412,-0.108783197,-0.527147472,-0.472370466,-0.209408933,-0.213806765,-0.095412986,-0.056817419,-0.225690957,-0.518795075
Zm00001d037203,0.128453545,1.210964622,-0.560821004,-0.525411675,0.168819382,-0.23758997,-0.125270171,-0.396601434,-0.15611616,-0.130947562,-0.662531421,-0.811271306
Zm00001d037205,3.326925485,3.454810618,0.456998764,0.002317731,1.195674224,1.011238581,-0.148451247,-0.339579419,-0.050093826,-0.090264037,0.197469555,-0.102252064
Zm00001d037207,0.024687044,0.041125206,1.612361744,1.030001309,0.184996535,0.451314233,-0.02443448,-0.035414929,0.074373224,0.122588534,0.771836365,0.794499286
Zm00001d011555,1.428145072,2.012630528,-0.423277792,-0.539299291,-0.951563311,-0.778119373,0.959782584,1.012104315,-0.132207446,-0.043884848,0.612845629,0.284989496
Zm00001d036159,0,0,-1.395249823,-1.229050882,0.606712693,0.338021311,-0.147414445,-0.319938838,-0.025055693,-0.045697382,-1.072805172,-0.969484457
Zm00001d011551,0.496190642,0.112066208,-0.019817704,-0.173592071,1.513496644,1.257797533,0.263527428,-0.179395098,-0.041187545,-0.028200026,0.612845629,0.284989496
Zm00001d036151,8.165610991,8.237646936,-1.193519779,-1.525320022,-0.17611632,-0.196762526,-0.249193702,-0.284380909,-0.044422713,-0.080192999,-1.655584189,-1.403044326
Zm00001d036155,0,0,-0.808398786,-1.636420949,-1.314606811,-1.329867993,-0.122823679,-0.187603413,-0.000654517,0.030391661,-2.061492989,-1.775218727
Zm00001d011553,0,0,0.209420983,-0.053232733,-1.371830224,-1.344835141,-0.261080101,-0.523782664,-0.07151442,-0.047613039,0.612845629,0.284989496
Zm00001d009960,2.907937868,4.749379746,-0.890924713,-0.900377305,1.257894835,0.947252139,-0.178189568,-0.336206811,0.186915491,0.057953636,-0.589946079,-0.628173493
Zm00001d009962,0,0.117777923,0.456998764,-0.997590616,-1.276201558,-1.292344723,-0.203086966,-0.133436123,-0.132199881,-0.077066652,0.452267945,0.904008026
Zm00001d009965,1.386966517,2.447304296,-0.877170391,-1.136466776,1.129047416,0.958378647,-0.068963533,-0.162906546,-0.03157202,0.000253654,-0.036969568,0.391005278
Zm00001d009964,2.627767829,2.80699867,-0.24905639,-0.553186907,-0.70377365,-0.70375487,-0.228240223,-0.195266601,-0.035868089,0.02238642,-0.036969568,0.391005278
Zm00001d009967,7.939427756,5.387270508,-0.588329646,-1.05314108,-0.082480788,0.185557988,-0.183593689,-0.243030667,-0.084550031,-0.124061691,0.47883474,-0.224990157
Zm00001d015140,1.515546447,1.251847326,-0.093174083,0.752248991,-0.02082766,0.031007028,0.000736597,0.295405893,0.368019007,0.120228784,0.421330816,1.24063121
Zm00001d027771,0.01893417,0,-0.39576915,-0.886489689,-1.294132202,-1.324091725,0.501764173,0.71645094,-0.065600951,-0.045285378,0.024973551,-0.131685223
Zm00001d033846,7.934706832,3.556519543,0.016860486,-0.15507525,0.120754753,-0.193443728,-0.071991392,-0.210801364,0.239005664,0.028198605,-0.211224937,-0.182375406
Zm00001d025738,0.098148673,0.631273809,-0.932187676,-0.414310747,0,0,0,0,-0.172613851,-0.141411178,1.138510316,1.927897599
Zm00001d025737,0.049376589,0.229195768,-0.932187676,-0.414310747,0,0,0,0,-0.11371794,-0.059542984,1.138510316,1.927897599
Zm00001d025734,3.432237077,3.602069422,-0.890924713,-0.615681178,0,0,0,0,-0.11653234,-0.084751051,1.138510316,1.927897599
Zm00001d025735,1.025610009,2.839708572,-0.505803719,-0.108783197,0,0,0,0,-0.035331226,0.004967571,1.138510316,1.927897599
Zm00001d018075,0,0,1.969974095,2.363212439,0.191421134,-0.109715645,-0.163165499,-0.161476261,0.314071974,0.205627703,2.451161909,3.015105068
Zm00001d034998,3.231274234,3.752299195,0.360718516,0.293957665,0.52896589,0.40411485,-0.170109638,-0.051349023,-0.079134963,-0.045752599,0.51998295,0.893294025
Zm00001d015174,4.332235597,5.152630926,0.099386413,0.641148063,-0.106396327,-0.119915782,-0.1574534,-0.149336982,-0.018076399,-0.008170984,-1.029418807,-0.459373936
Zm00001d013549,2.740739649,1.878756072,-0.423277792,0.057868194,-0.668542119,-0.806445257,-0.180873122,-0.158457441,0.138772465,0.138574726,1.15856041,2.039289728
Zm00001d005516,2.803134712,3.719104384,-1.083485209,-0.900377305,-0.660214,-0.647918707,-0.233498425,-0.221233437,-0.186741198,-0.14981749,-0.658268647,-0.692720416
Zm00001d005513,2.655313127,3.738301344,-0.459955982,-0.099524786,-0.855526506,-0.96514977,-0.193775316,-0.208264404,-0.201429714,-0.176840841,-0.960651337,-0.878146933
Zm00001d048438,0.107375865,0,-0.258225938,0.113418658,-0.443276926,-0.653129744,0.117108711,-0.162262518,-0.019905514,0.030556203,0.636798801,-0.129201057
Zm00001d048430,3.836270091,4.598997457,2.107517307,1.766044954,-0.792494535,-0.7927241,-0.22661861,-0.271772266,0.036206825,0.022051656,0.665871111,0.696157376
Zm00001d048431,6.601729008,6.25556948,0.75959383,0.631889653,2.362194188,2.252322202,-0.115610793,0.117426634,0.466198217,0.146283598,0.226351144,0.291076326
Zm00001d048432,1.543437647,2.197797678,0.75959383,0.631889653,-0.076433133,-0.123423659,-0.089573509,-0.062812225,0.135480338,0.145472761,0.226351144,0.291076326
Zm00001d048434,0.156133382,1.082586788,0.8696284,0.530047136,-0.254737117,-0.349294539,-0.177308566,-0.352635108,-0.059838404,-0.000948315,0.581490135,-0.054334399
Zm00001d048436,0.107529421,0.160858246,-0.735042406,-0.60873737,-1.347618334,-1.341939441,-0.266890363,-0.314153318,-0.147077096,-0.065634175,0.636798801,-0.129201057
Zm00001d048437,1.794264189,1.942858272,-0.615838289,-0.428198363,1.314497954,1.021400815,-0.205713951,-0.180112018,0.040163339,0.035941711,0.636798801,-0.129201057
Zm00001d020810,2.653758947,3.97473004,0.108555961,-0.030086707,-0.727780272,-0.796273432,-0.200810945,-0.173395385,-0.13675499,-0.117082868,0.31835201,0.397854396
Zm00001d020811,0.94900918,0.728054301,-0.780890143,-1.072980531,-0.166754375,0.060871914,2.94419935,3.656099692,-0.054113511,-0.094206719,-0.243219908,-0.321037757
Zm00001d020814,0.059193738,0,-0.294904128,-0.867972868,-1.341983927,-1.338214925,-0.148748099,-0.04001907,-0.1327411,-0.106282164,0.62697544,0.220831025
Zm00001d020817,0,0,-0.294904128,-0.867972868,-1.043884441,-1.019115178,1.716410283,2.499280236,-0.121885706,-0.117106951,0.62697544,0.220831025
Zm00001d045600,0.781866054,0.742861367,0.401981479,1.363304092,-0.958961881,-0.849952933,9.065537348,7.861413463,-0.137593545,-0.050477454,-0.955690025,-0.451303435
Zm00001d045603,3.546225347,4.50779817,2.410112374,3.400154428,-0.845457196,-0.817416448,-0.204817423,-0.196453587,-0.063008057,-0.029530866,0.206071645,0.69682032
Zm00001d045604,4.720877548,3.684615632,-0.010648156,0.557822368,-0.790685276,-0.800361317,-0.186467273,0.143595718,0.095100363,0.199619329,0.206071645,0.69682032
Zm00001d045605,4.413636842,3.477536807,7.251633433,9.084818548,-0.378644657,-0.425863196,-0.167794825,-0.237021148,-0.063205936,0.020466781,-0.006131613,0.367003817
Zm00001d045606,2.933095186,2.858361286,-0.079419762,0.002317731,-0.977047167,-0.977361835,-0.106296433,-0.101778717,0.014125673,0.050347928,-1.222993284,-1.524301077
Zm00001d045607,3.673585594,4.990388257,-0.244471617,0.030092963,-0.162821567,-0.281531936,-0.207254481,-0.224593577,-0.015150683,-0.028934415,-0.649562525,-0.039071928
Zm00001d048386,0,0,0.346964195,0.405058593,-1.331204129,-1.319857265,-0.103733818,-0.238020219,-0.092476306,0.009063071,-0.159894333,0.206566423
Zm00001d048387,0,0.015372439,1.942465453,2.08546012,2.807164266,3.80626062,0.031454029,0.030323288,0.073023609,0.111928125,-0.159894333,0.206566423
Zm00001d048385,4.056416563,4.133796531,-1.248537064,-1.275342935,-0.598195121,-0.703604604,-0.12542984,-0.122261853,0.058228589,0.091856786,-0.159894333,0.206566423
Zm00001d048389,0.318723679,0.861403846,0.732085188,0.793911839,2.100133208,2.017979775,-0.132173178,-0.010247304,0.174635919,0.234660717,-0.159894333,0.206566423
Zm00001d050324,6.124533584,5.508874482,-0.86341607,-1.05314108,-0.201114161,-0.219724306,-0.220993291,-0.154705625,-0.08172141,-0.103015463,-2.059030999,-1.741653734
Zm00001d050321,0,0,-0.28573458,-0.442085979,-1.321653043,-1.329866569,-0.148333286,-0.027399586,-0.117640841,-0.083604303,-1.864909478,-1.852529486
Zm00001d050320,2.610337374,1.152845165,-0.423277792,-0.108783197,-0.147634654,-0.300232685,-0.100131504,-0.25033605,-0.197861324,-0.193887214,-2.005670677,-1.588314276
Zm00001d013909,0,0,-0.670855574,-0.358760284,-0.738554665,-0.396924625,-0.101442587,-0.152499083,0.0741117,0.010424854,0.079268906,0.49865026
Zm00001d041728,0,0,-0.010648156,-0.658732788,0.392523104,0.459701515,-0.218746694,0.021489137,0.06288957,0.047627354,-1.326113791,-0.722684569
Zm00001d045024,0.403698557,0.489489159,-0.28573458,0.155081506,-1.08426761,-1.049556093,-0.219051454,-0.427794281,-0.189998946,-0.129717821,0.444905799,0.756318715
Zm00001d012238,2.707294704,2.135623845,-0.313243223,0.280070049,-0.79667512,-1.056570097,-0.106358012,0.11141998,-0.074806249,-0.035891105,0.448500538,0.827353266
Zm00001d026414,4.75487881,5.271143352,0.667898356,1.585505947,0,0,0,0,0.461970068,0.330541789,1.007380944,1.126077773
Zm00001d026415,2.647754581,1.525045037,0.667898356,1.585505947,0,0,0,0,0.059334222,0.037414546,0.86173209,0.661805709
Zm00001d026413,0.045919131,2.217057789,0.667898356,1.585505947,0,0,0,0,-0.034934485,-0.110907866,1.007380944,1.126077773
Zm00001d052878,1.949551368,3.557444606,-0.918433355,-0.358760284,-0.913858196,0.356284261,-0.221944706,-0.123912618,-0.05563729,-0.056552136,0.713546697,0.947753321
Zm00001d052872,0.07327595,0,1.117206181,1.391079324,-1.2501957,-1.120505249,0.185139615,0.065042381,-0.143910511,-0.092105024,0.287349351,0.350974868
Zm00001d052871,0.108757276,1.492141008,1.117206181,1.391079324,-1.351272232,-1.312039404,-0.247503438,-0.168119932,-0.229232864,-0.201809364,0.287349351,0.350974868
Zm00001d052877,0.08141826,0.858284493,-0.918433355,-0.358760284,-1.089575201,-0.246009557,-0.292900522,0.150617684,-0.064252826,-0.079202853,0.713546697,0.947753321
Zm00001d052876,0.366247414,0.761253781,0.250683946,0.710586143,1.077241678,1.241500714,0.481302616,0.902991357,0.031483726,0.04258945,0.713546697,0.947753321
Zm00001d052875,2.724119949,2.988194405,0.250683946,0.710586143,1.229661858,1.439321813,0.655200002,0.643172763,0.04186177,0.108935289,0.713546697,0.947753321
Zm00001d052874,2.064649165,2.002048975,-0.849661749,-0.580962138,0.050299768,-0.072020938,-0.105714753,-0.396442659,-0.006982723,0.008857131,0.287349351,0.350974868
Zm00001d014152,0.727135124,0.441795428,-1.688675342,-1.553095253,-0.322625948,-0.475875284,-0.182746515,-0.324901981,-0.078652886,-0.120748678,-0.148881293,-0.409857078
Zm00001d014150,3.705276983,3.404030867,-1.069730888,-0.886489689,-0.691169398,-0.829496208,-0.205672859,-0.147954828,-0.054254445,-0.042156285,-0.148881293,-0.409857078
Zm00001d014159,3.982702041,4.456057935,0.209420983,0.391170977,-0.399250119,-0.47378617,-0.250043112,-0.307363685,-0.116080815,-0.120206913,-0.631258981,-0.56044775
Zm00001d024947,2.170287767,2.198615997,-1.289800027,-0.817051609,0,0,0,0,-0.058162903,-0.067986299,-0.301020733,-0.253019143
Zm00001d011673,3.106472727,2.239284992,0.081047318,-0.219884124,-0.892692462,-0.931833824,-0.212234938,-0.293232388,-0.196253745,-0.160845953,-0.012673635,0.085159827
Zm00001d011676,4.920242494,5.120337258,0.236929625,-0.275434588,0.059375049,-0.057536264,-0.275457239,-0.297231152,-0.146048098,-0.097735813,-0.602854831,-0.629012924
Zm00001d011679,1.167496238,0.115800345,-0.43244734,-0.942040153,2.279382264,2.482611245,0.051931678,0.533880805,-0.03220313,-0.021293976,-0.207340609,-0.738635082
Zm00001d020274,0.792707397,0.874766545,-0.725872858,-0.942040153,0.764336322,1.253950275,-0.136961603,-0.009501555,-0.019369198,-0.052141076,0.206979153,0.346048613
Zm00001d020989,2.308599596,2.793682496,-0.230717295,-0.775388761,-1.065855729,-1.107813886,-0.149674065,-0.05514647,0.045481585,0.136215916,-1.171603206,-1.472659317
Zm00001d035663,1.55564096,0.18611173,0.126895056,-0.136558429,-0.089492757,-0.410836996,-0.234760843,-0.346443906,-0.058266892,-0.048218611,-0.741463972,-0.878575498
Zm00001d035662,6.794207679,6.003030734,-0.28573458,-0.164333661,-0.614067104,-0.64322746,-0.153076174,-0.228616828,-0.158012711,-0.14246683,-0.741463972,-0.878575498
Zm00001d035665,0.465600839,0.062860374,-0.079419762,-0.150446045,-0.099099411,-0.216045871,0.191713886,0.190663108,-0.156231036,-0.107226236,-1.695446604,-1.612861585
Zm00001d035664,4.994319672,3.850023438,0.126895056,-0.136558429,-0.042251119,-0.34992621,-0.186769255,-0.114403284,-0.051831172,-0.014011278,-0.741463972,-0.878575498
Zm00001d035666,1.778816511,1.885872373,-0.079419762,-0.150446045,0.358157037,0.180402015,-0.213220621,-0.108490807,-0.118664687,-0.088873657,-1.695446604,-1.612861585
Zm00001d021838,1.544931924,1.924309337,-0.498926559,-0.122670813,-0.539119582,-0.523251677,-0.276277589,-0.323442424,-0.033338399,-0.008962597,1.344190078,0.933684623
Zm00001d020277,2.08880025,2.920778056,-0.155068529,-0.497636443,0.390008593,0.071751776,-0.261637964,-0.219529307,0.057551932,-0.017241028,0.264783978,0.140549526
Zm00001d034132,0,0,0.484507407,0.974450846,-1.30384105,-1.310003696,-0.198542393,-0.347501191,-0.098484156,-0.074836342,0.226945818,-1.14408038
Zm00001d039321,4.030925809,4.428795102,-0.302239766,0.224519586,-0.758909589,-0.762100492,-0.218353769,-0.162225733,0.077837488,0.086094724,0.72843463,0.996915678
Zm00001d034130,2.520698901,3.427697746,0.053538676,0.131935479,-0.51083911,-0.218761395,-0.144916681,-0.26967041,0.180950364,0.115458344,0.1469332,-0.075911811
Zm00001d034131,2.837579462,3.534305062,0.484507407,0.974450846,1.907533557,1.285652169,-0.029934455,-0.245199932,0.126196909,0.117020305,0.226945818,-1.14408038
